"","analytename","SiteYear","stationcode","objectid","sampledate","sampletypecode","matrixname","fieldreplicate","labreplicate","methodname","fractionname","unit","result","resqualcode","mdl","rl","dilutionfactor","qacode","labresultcomments","labagencycode","projectcode","record_origin","origin_lastupdatedate","record_publish","originalid","masterid","huc","smcshed","smc_lu","latitude","longitude","probabilistic","SiteDate","Year","OCresult","OrgNorm","RLOC","Class","TEB","LEB","Assessment","RLOC_Eval","TEBq","LEBq","AssessNumeric"
"716","Permethrin","404S26868_2012","404S26868",67176,2012-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000623,0.00161,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S26868",404,"Santa Monica Bay","Urban",34.09675,-118.71737,"true","404S26868_2012-06-26",2012,0.0089,0,0.18,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"416","Deltamethrin","404S27470_2012","404S27470",104115,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00205,"=",0.000396,0.00178,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S27470",404,"Santa Monica Bay","Urban",34.17445,-118.76389,"true","404S27470_2012-06-19",2012,0.0455,0.05,0.04,"PYR",0.02,0.2,"Possible","Poor RL",2.5,0.25,3
"113","Bifenthrin","404S27470_2012","404S27470",104111,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00506,"=",0.000112,0.000446,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S27470",404,"Santa Monica Bay","Urban",34.17445,-118.76389,"true","404S27470_2012-06-19",2012,0.0455,0.11,0.01,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.647058823529412,0.183333333333333,5
"208","Cyfluthrin","404S27470_2012","404S27470",104112,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00169,"DNQ",0.00023,0.00223,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S27470",404,"Santa Monica Bay","Urban",34.17445,-118.76389,"true","404S27470_2012-06-19",2012,0.0455,0.037,0.049,"PYR",0.046,0.46,"Unlikely (<TEB)","Poor RL",0.804347826086957,0.0804347826086956,5
"353","Cypermethrin","404S27470_2012","404S27470",104114,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00125,"DNQ",0.000234,0.00223,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S27470",404,"Santa Monica Bay","Urban",34.17445,-118.76389,"true","404S27470_2012-06-19",2012,0.0455,0.027,0.049,"PYR",0.049,0.49,"Unlikely (<TEB)","GoodRL",0.551020408163265,0.0551020408163265,5
"519","Esfenvalerate","404S27470_2012","404S27470",67211,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000233,0.000891,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S27470",404,"Santa Monica Bay","Urban",34.17445,-118.76389,"true","404S27470_2012-06-19",2012,0.0455,0,0.02,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"571","Fenpropathrin","404S27470_2012","404S27470",67212,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",7.8e-05,0.000446,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S27470",404,"Santa Monica Bay","Urban",34.17445,-118.76389,"true","404S27470_2012-06-19",2012,0.0455,0,0.01,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"717","Permethrin","404S27470_2012","404S27470",67214,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000862,0.00223,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S27470",404,"Santa Monica Bay","Urban",34.17445,-118.76389,"true","404S27470_2012-06-19",2012,0.0455,0,0.05,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"417","Deltamethrin","404S28068_2012","404S28068",104148,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000299,0.00135,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28068",404,"Santa Monica Bay","Urban",34.13936,-118.70366,"true","404S28068_2012-06-20",2012,0.0065,0,0.21,"PYR",0.02,0.2,"RL Too High","Tragic RL",0,0,2
"209","Cyfluthrin","404S28068_2012","404S28068",104146,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000174,0.00168,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28068",404,"Santa Monica Bay","Urban",34.13936,-118.70366,"true","404S28068_2012-06-20",2012,0.0065,0,0.258,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"354","Cypermethrin","404S28068_2012","404S28068",104147,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000177,0.00168,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28068",404,"Santa Monica Bay","Urban",34.13936,-118.70366,"true","404S28068_2012-06-20",2012,0.0065,0,0.258,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"520","Esfenvalerate","404S28068_2012","404S28068",104149,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000176,0.000674,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28068",404,"Santa Monica Bay","Urban",34.13936,-118.70366,"true","404S28068_2012-06-20",2012,0.0065,0,0.104,"PYR",0.055,0.55,"Possible or Unlikely","Poor RL",0,0,4
"114","Bifenthrin","404S28068_2012","404S28068",67251,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000596,"=",8.5e-05,0.000337,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28068",404,"Santa Monica Bay","Urban",34.13936,-118.70366,"true","404S28068_2012-06-20",2012,0.0065,0.09,0.05,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.529411764705882,0.15,5
"572","Fenpropathrin","404S28068_2012","404S28068",104150,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",5.9e-05,0.000337,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28068",404,"Santa Monica Bay","Urban",34.13936,-118.70366,"true","404S28068_2012-06-20",2012,0.0065,0,0.05,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"718","Permethrin","404S28068_2012","404S28068",67255,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000652,0.00168,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28068",404,"Santa Monica Bay","Urban",34.13936,-118.70366,"true","404S28068_2012-06-20",2012,0.0065,0,0.26,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"210","Cyfluthrin","404S28270_2012","404S28270",67297,2012-06-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000204,0.00197,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28270",404,"Santa Monica Bay","Urban",34.13663,-118.75725,"true","404S28270_2012-06-18",2012,0.0303,0,0.065,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"418","Deltamethrin","404S28270_2012","404S28270",67298,2012-06-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000351,0.00158,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28270",404,"Santa Monica Bay","Urban",34.13663,-118.75725,"true","404S28270_2012-06-18",2012,0.0303,0,0.05,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"115","Bifenthrin","404S28270_2012","404S28270",67296,2012-06-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000479,"=",1e-04,0.000395,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28270",404,"Santa Monica Bay","Urban",34.13663,-118.75725,"true","404S28270_2012-06-18",2012,0.0303,0.02,0.01,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.117647058823529,0.0333333333333333,5
"355","Cypermethrin","404S28270_2012","404S28270",104180,2012-06-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000577,"DNQ",0.000207,0.00197,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28270",404,"Santa Monica Bay","Urban",34.13663,-118.75725,"true","404S28270_2012-06-18",2012,0.0303,0.019,0.065,"PYR",0.049,0.49,"Unlikely (<TEB)","Poor RL",0.387755102040816,0.0387755102040816,5
"521","Esfenvalerate","404S28270_2012","404S28270",104181,2012-06-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000206,0.00079,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28270",404,"Santa Monica Bay","Urban",34.13663,-118.75725,"true","404S28270_2012-06-18",2012,0.0303,0,0.026,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"573","Fenpropathrin","404S28270_2012","404S28270",104182,2012-06-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",6.9e-05,0.000395,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28270",404,"Santa Monica Bay","Urban",34.13663,-118.75725,"true","404S28270_2012-06-18",2012,0.0303,0,0.01,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"719","Permethrin","404S28270_2012","404S28270",67301,2012-06-18,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00076,0.00197,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S28270",404,"Santa Monica Bay","Urban",34.13663,-118.75725,"true","404S28270_2012-06-18",2012,0.0303,0,0.07,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"116","Bifenthrin","404S31468_2012","404S31468",104214,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.22,"=",0.000303,0.0012,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S31468",404,"Santa Monica Bay","Urban",34.16874,-118.76171,"true","404S31468_2012-06-19",2012,0.1041,2.11,0.01,"PYR",0.17,0.6,"Likely","GoodRL",12.4117647058824,3.51666666666667,1
"251","Cyfluthrin","404S31468_2012","404S31468",67338,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0639,"=",0.00062,0.00601,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S31468",404,"Santa Monica Bay","Urban",34.16874,-118.76171,"true","404S31468_2012-06-19",2012,0.1041,0.614,0.058,"PYR",0.046,0.46,"Likely","Poor RL",13.3478260869565,1.33478260869565,1
"356","Cypermethrin","404S31468_2012","404S31468",104215,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0214,"=",0.00063,0.00601,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S31468",404,"Santa Monica Bay","Urban",34.16874,-118.76171,"true","404S31468_2012-06-19",2012,0.1041,0.206,0.058,"PYR",0.049,0.49,"Possible","Poor RL",4.20408163265306,0.420408163265306,3
"419","Deltamethrin","404S31468_2012","404S31468",67340,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0209,"=",0.00107,0.00481,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S31468",404,"Santa Monica Bay","Urban",34.16874,-118.76171,"true","404S31468_2012-06-19",2012,0.1041,0.2,0.05,"PYR",0.02,0.2,"Possible","Poor RL",10,1,3
"720","Permethrin","404S31468_2012","404S31468",104218,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0488,"=",0.00233,0.00601,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S31468",404,"Santa Monica Bay","Urban",34.16874,-118.76171,"true","404S31468_2012-06-19",2012,0.1041,0.47,0.06,"PYR",0.42,9.3,"Possible","GoodRL",1.11904761904762,0.0505376344086021,3
"522","Esfenvalerate","404S31468_2012","404S31468",67341,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000877,"DNQ",0.000627,0.0024,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S31468",404,"Santa Monica Bay","Urban",34.16874,-118.76171,"true","404S31468_2012-06-19",2012,0.1041,0.008,0.023,"PYR",0.055,0.55,"Unlikely (<TEB)","GoodRL",0.145454545454545,0.0145454545454545,5
"614","Fenpropathrin","404S31468_2012","404S31468",104217,2012-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000209,0.0012,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S31468",404,"Santa Monica Bay","Urban",34.16874,-118.76171,"true","404S31468_2012-06-19",2012,0.1041,0,0.01,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"252","Cyfluthrin","404S32468_2012","404S32468",67435,2012-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",2e-04,0.00194,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S32468",404,"Santa Monica Bay","Open",34.0999,-118.72304,"true","404S32468_2012-06-26",2012,0.0173,0,0.112,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"357","Cypermethrin","404S32468_2012","404S32468",104263,2012-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000203,0.00194,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S32468",404,"Santa Monica Bay","Open",34.0999,-118.72304,"true","404S32468_2012-06-26",2012,0.0173,0,0.112,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"420","Deltamethrin","404S32468_2012","404S32468",67437,2012-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000344,0.00155,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S32468",404,"Santa Monica Bay","Open",34.0999,-118.72304,"true","404S32468_2012-06-26",2012,0.0173,0,0.09,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"117","Bifenthrin","404S32468_2012","404S32468",104262,2012-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00025,"DNQ",9.8e-05,0.000388,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S32468",404,"Santa Monica Bay","Open",34.0999,-118.72304,"true","404S32468_2012-06-26",2012,0.0173,0.01,0.02,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.0588235294117647,0.0166666666666667,5
"523","Esfenvalerate","404S32468_2012","404S32468",104265,2012-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000202,0.00078,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S32468",404,"Santa Monica Bay","Open",34.0999,-118.72304,"true","404S32468_2012-06-26",2012,0.0173,0,0.045,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"615","Fenpropathrin","404S32468_2012","404S32468",67438,2012-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",6.7e-05,0.000388,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S32468",404,"Santa Monica Bay","Open",34.0999,-118.72304,"true","404S32468_2012-06-26",2012,0.0173,0,0.02,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"721","Permethrin","404S32468_2012","404S32468",67439,2012-06-26,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00075,0.00194,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S32468",404,"Santa Monica Bay","Open",34.0999,-118.72304,"true","404S32468_2012-06-26",2012,0.0173,0,0.11,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"118","Bifenthrin","404S34120_2012","404S34120",104326,2012-06-21,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0327,"=",0.000105,0.000417,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S34120",404,"Santa Monica Bay","Urban",34.16558,-118.78918,"true","404S34120_2012-06-21",2012,0.0163,2.01,0.03,"PYR",0.17,0.6,"Likely","GoodRL",11.8235294117647,3.35,1
"253","Cyfluthrin","404S34120_2012","404S34120",104327,2012-06-21,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00815,"=",0.000215,0.00208,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S34120",404,"Santa Monica Bay","Urban",34.16558,-118.78918,"true","404S34120_2012-06-21",2012,0.0163,0.5,0.128,"PYR",0.046,0.46,"Likely","Poor RL",10.8695652173913,1.08695652173913,1
"421","Deltamethrin","404S34120_2012","404S34120",67498,2012-06-21,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00414,"=",0.00037,0.00167,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S34120",404,"Santa Monica Bay","Urban",34.16558,-118.78918,"true","404S34120_2012-06-21",2012,0.0163,0.25,0.1,"PYR",0.02,0.2,"Likely","Poor RL",12.5,1.25,1
"358","Cypermethrin","404S34120_2012","404S34120",67497,2012-06-21,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0031,"=",0.000218,0.00208,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S34120",404,"Santa Monica Bay","Urban",34.16558,-118.78918,"true","404S34120_2012-06-21",2012,0.0163,0.19,0.128,"PYR",0.049,0.49,"Possible","Poor RL",3.87755102040816,0.387755102040816,3
"722","Permethrin","404S34120_2012","404S34120",67500,2012-06-21,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00963,"=",0.000806,0.00208,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S34120",404,"Santa Monica Bay","Urban",34.16558,-118.78918,"true","404S34120_2012-06-21",2012,0.0163,0.59,0.13,"PYR",0.42,9.3,"Possible","GoodRL",1.4047619047619,0.0634408602150538,3
"524","Esfenvalerate","404S34120_2012","404S34120",104330,2012-06-21,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000505,"DNQ",0.000218,0.000833,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S34120",404,"Santa Monica Bay","Urban",34.16558,-118.78918,"true","404S34120_2012-06-21",2012,0.0163,0.031,0.051,"PYR",0.055,0.55,"Unlikely (<TEB)","GoodRL",0.563636363636364,0.0563636363636364,5
"616","Fenpropathrin","404S34120_2012","404S34120",67499,2012-06-21,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",7.3e-05,0.000417,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S34120",404,"Santa Monica Bay","Urban",34.16558,-118.78918,"true","404S34120_2012-06-21",2012,0.0163,0,0.03,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"254","Cyfluthrin","404S34230_2013","404S34230",67539,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000451,0.00437,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S34230",404,"Santa Monica Bay","Open",34.06909,-118.58678,"true","404S34230_2013-06-19",2013,0.0843,0,0.052,"PYR",0.046,0.46,"Possible or Unlikely","Poor RL",0,0,4
"346","Cypermethrin","404S34230_2013","404S34230",104373,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000458,0.00437,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S34230",404,"Santa Monica Bay","Open",34.06909,-118.58678,"true","404S34230_2013-06-19",2013,0.0843,0,0.052,"PYR",0.049,0.49,"Possible or Unlikely","Poor RL",0,0,4
"422","Deltamethrin","404S34230_2013","404S34230",67540,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000776,0.0035,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S34230",404,"Santa Monica Bay","Open",34.06909,-118.58678,"true","404S34230_2013-06-19",2013,0.0843,0,0.04,"PYR",0.02,0.2,"Possible or Unlikely","Poor RL",0,0,4
"119","Bifenthrin","404S34230_2013","404S34230",67538,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.000492,"DNQ",0.00022,0.000874,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S34230",404,"Santa Monica Bay","Open",34.06909,-118.58678,"true","404S34230_2013-06-19",2013,0.0843,0.01,0.01,"PYR",0.17,0.6,"Unlikely (<TEB)","GoodRL",0.0588235294117647,0.0166666666666667,5
"525","Esfenvalerate","404S34230_2013","404S34230",104374,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000456,0.00175,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S34230",404,"Santa Monica Bay","Open",34.06909,-118.58678,"true","404S34230_2013-06-19",2013,0.0843,0,0.021,"PYR",0.055,0.55,"Unlikely_ND","GoodRL",0,0,6
"617","Fenpropathrin","404S34230_2013","404S34230",104375,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.000152,0.000874,1,"None",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S34230",404,"Santa Monica Bay","Open",34.06909,-118.58678,"true","404S34230_2013-06-19",2013,0.0843,0,0.01,"PYR",0.11,1.1,"Unlikely_ND","GoodRL",0,0,6
"723","Permethrin","404S34230_2013","404S34230",104377,2013-06-19,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",-88,"ND",0.00169,0.00437,1,"PG",NA,"DFG-WPCL","RWB4_SMC_2013","SWAMP",2016-04-07 00:00:00,"true",NA,"404S34230",404,"Santa Monica Bay","Open",34.06909,-118.58678,"true","404S34230_2013-06-19",2013,0.0843,0,0.05,"PYR",0.42,9.3,"Unlikely_ND","GoodRL",0,0,6
"120","Bifenthrin","404S35270_2012","404S35270",67579,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0272,"=",0.00014,0.000557,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S35270",404,"Santa Monica Bay","Urban",34.13325,-118.70656,"true","404S35270_2012-06-20",2012,0.0378,0.72,0.01,"PYR",0.17,0.6,"Likely","GoodRL",4.23529411764706,1.2,1
"255","Cyfluthrin","404S35270_2012","404S35270",67580,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0177,"=",0.000287,0.00278,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S35270",404,"Santa Monica Bay","Urban",34.13325,-118.70656,"true","404S35270_2012-06-20",2012,0.0378,0.468,0.074,"PYR",0.046,0.46,"Likely","Poor RL",10.1739130434783,1.01739130434783,1
"347","Cypermethrin","404S35270_2012","404S35270",104415,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0117,"=",0.000292,0.00278,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S35270",404,"Santa Monica Bay","Urban",34.13325,-118.70656,"true","404S35270_2012-06-20",2012,0.0378,0.31,0.074,"PYR",0.049,0.49,"Possible","Poor RL",6.3265306122449,0.63265306122449,3
"423","Deltamethrin","404S35270_2012","404S35270",104416,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.00399,"=",0.000494,0.00223,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S35270",404,"Santa Monica Bay","Urban",34.13325,-118.70656,"true","404S35270_2012-06-20",2012,0.0378,0.11,0.06,"PYR",0.02,0.2,"Possible","Poor RL",5.5,0.55,3
"724","Permethrin","404S35270_2012","404S35270",104418,2012-06-20,"integrated","sediment",1,1,"WPCL SOP 67","Total","ug/g dw",0.0413,"=",0.00108,0.00278,1,"H,PJM",NA,"DFG-WPCL","RWB4_SMC_2012","SWAMP",2014-08-09 00:00:00,"true",NA,"404S35270",404,"Santa Monica Bay","Urban",34.13325,-118.70656,"true","404S35270_2012-06-20",2012,0.0378,1.09,0.07,"PYR",0.42,9.3,"Possible","GoodRL",2.5952380952381,0.117204301075269,3
