masterid,SiteYear,MeanSurvival,CtrlAdjSurvival,csci,e,mean_o,oovere,oovere_percentile,mmi,mmi_percentile,ASCI.hybrid,PyrethroidSum,PyrethroidSum_OrgNorm,Arsenic,Cadmium,Chromium,Copper,Lead,Mercury,Nickel,Zinc,mPECq,huc,smcshed,smc_lu,latitude,longitude,probabilistic
801RB8167,801RB8167_2010,NA,NA,0.84575646,7.37345366,5,0.67810828,0.05,1.01340464,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16334,-117.18078,TRUE
801RB8167,801RB8167_2012,NA,NA,1.18376246,7.37345366,8.9,1.20703274,0.86,1.16049219,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16334,-117.18078,TRUE
801RB8197,801RB8197_2009,NA,NA,0.39838087,7.83704806,3.55,0.45297668,0,0.34378506,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.98315,-117.7007,TRUE
801RB8197,801RB8197_2011,NA,NA,0.56852756,7.83704806,4.95,0.63161537,0.03,0.50543974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.98315,-117.7007,TRUE
801RB8197,801RB8197_2012,NA,NA,0.5457189,7.83704806,4.55,0.58057574,0.01,0.51086206,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.98315,-117.7007,TRUE
801RB8197,801RB8197_2013,NA,NA,0.49494907,7.83704806,4,0.51039626,0.01,0.47950189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.98315,-117.7007,TRUE
801RB8207,801RB8207_2009,NA,NA,0.7892756,7.0495699,6.8,0.96459785,0.43,0.61395335,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,33.974684,-117.092737,TRUE
801RB8207,801RB8207_2016,NA,NA,0.80661141,7.0495699,6.95,0.98587575,0.47,0.62734706,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,33.974684,-117.092737,TRUE
801RB8240,801RB8240_2010,NA,NA,1.13362218,6.5416408,6,0.91720108,0.33,1.35004328,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16755,-117.08667,TRUE
801RB8240,801RB8240_2013,NA,NA,1.13742352,6.5416408,7.75,1.18471806,0.83,1.09012898,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16755,-117.08667,TRUE
801RB8254,801RB8254_2009,NA,NA,1.25785197,6.38891965,8,1.25216788,0.91,1.26353606,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.1747,-116.9835,TRUE
801RB8254,801RB8254_2011,NA,NA,0.97693808,6.38891965,6.55,1.02521246,0.55,0.92866371,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.1747,-116.9835,TRUE
801RB8254,801RB8254_2013,NA,NA,1.21251654,6.38891965,7.75,1.21303764,0.87,1.21199544,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.1747,-116.9835,TRUE
801RB8262,801RB8262_2009,NA,NA,0.58080904,8.91695549,5.75,0.64483893,0.03,0.51677916,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.89362,-117.57578,TRUE
801RB8262,801RB8262_2012,NA,NA,0.33510846,8.91695549,3.5,0.39251065,0,0.27770628,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.89362,-117.57578,TRUE
801RB8277,801RB8277_2010,NA,NA,1.17355638,6.41716789,7,1.09082388,0.68,1.25628889,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.19005,-117.25451,TRUE
801RB8277,801RB8277_2012,NA,NA,1.19396725,6.41716789,7.3,1.13757348,0.77,1.25036102,0.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.19005,-117.25451,TRUE
801RB8289,801RB8289_2009,NA,NA,0.90168098,7.54306632,6.9,0.91474736,0.33,0.8886146,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.28415,-117.45549,TRUE
801RB8289,801RB8289_2012,NA,NA,1.06393445,7.54306632,8.9,1.17989152,0.83,0.94797738,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.28415,-117.45549,TRUE
801RB8312,801RB8312_2009,NA,NA,0.64421884,8.91906778,6.85,0.76801748,0.11,0.5204202,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.95718,-117.53012,TRUE
801RB8312,801RB8312_2011,NA,NA,0.74517745,8.91906778,6.7,0.75119958,0.1,0.73915532,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.95718,-117.53012,TRUE
801RB8327,801RB8327_2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25111179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,SMC_out,34.23325,-117.42639,TRUE
801RB8327,801RB8327_2012,NA,NA,0.62675902,6.57083656,4.75,0.72289121,0.07,0.53062683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,SMC_out,34.23325,-117.42639,TRUE
801RB8356,801RB8356_2010,NA,NA,0.68162971,8.91236379,7,0.78542575,0.13,0.57783367,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.9313,-117.58815,TRUE
801RB8361,801RB8361_2012,NA,NA,0.73443069,8.92522656,7,0.78429382,0.13,0.68456757,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.96825,-117.44789,TRUE
801RB8361,801RB8361_2014,NA,NA,0.80225584,8.92522656,8.4,0.94115258,0.38,0.6633591,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.96825,-117.44789,TRUE
801RB8380,801RB8380_2010,NA,NA,0.74450865,7.88917331,5.65,0.71617136,0.07,0.77284593,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16588,-116.88019,TRUE
801RB8380,801RB8380_2013,NA,NA,0.93791372,7.88917331,8.8,1.11545274,0.73,0.7603747,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16588,-116.88019,TRUE
801RB8396,801RB8396_2010,NA,NA,0.7441837,6.59947535,6.2,0.93946862,0.38,0.54889878,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.23603,-117.43233,TRUE
801RB8396,801RB8396_2013,NA,NA,0.65244347,6.59947535,4.3,0.65156695,0.03,0.65331999,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.23603,-117.43233,TRUE
801RB8445,801RB8445_2010,NA,NA,1.20428534,10.09049599,10.95,1.08517956,0.67,1.32339111,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16543,-116.93403,TRUE
801RB8445,801RB8445_2012,NA,NA,1.16969428,10.09049599,12.75,1.26356524,0.92,1.07582332,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16543,-116.93403,TRUE
801RB8448,801RB8448_2010,NA,NA,1.1349605,8.61825726,9.4,1.09070775,0.68,1.17921326,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.18209,-116.94653,TRUE
801RB8448,801RB8448_2013,NA,NA,1.23659408,8.61825726,11,1.27636014,0.93,1.19682803,0.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.18209,-116.94653,TRUE
801RB8478,801RB8478_2010,NA,NA,1.08506093,9.44598747,9,0.95278551,0.4,1.21733634,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.17358,-116.9455,TRUE
801RB8478,801RB8478_2013,NA,NA,0.92695722,9.44598747,8.95,0.94749226,0.39,0.90642218,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.17358,-116.9455,TRUE
801RB8494,801RB8494_2011,NA,NA,0.94040555,8.9257752,9,1.00831578,0.52,0.87249532,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Agricultural,33.96292,-117.47379,TRUE
801RB8494,801RB8494_2013,NA,NA,0.68356094,8.9257752,6.05,0.67781228,0.05,0.6893096,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Agricultural,33.96292,-117.47379,TRUE
801RB8501,801RB8501_2011,NA,NA,0.4968975,7.56558226,3.7,0.48905687,0,0.50473813,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.09189,-116.94243,TRUE
801RB8501,801RB8501_2013,NA,NA,0.92076299,7.56558226,8.5,1.12350903,0.74,0.71801694,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.09189,-116.94243,TRUE
801RB8511,801RB8511_2011,NA,NA,0.93057539,7.58777649,8.85,1.16634959,0.81,0.69480119,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Open,33.73535,-117.65601,TRUE
801RB8533,801RB8533_2011,NA,NA,0.75129705,6.69626137,5.95,0.88855552,0.28,0.61403857,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.0874,-117.0428,TRUE
801RB8533,801RB8533_2013,NA,NA,0.93122497,6.69626137,6.35,0.94829034,0.39,0.91415959,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.0874,-117.0428,TRUE
801RB8549,801RB8549_2011,NA,NA,0.55488742,7.57265774,5,0.66027017,0.04,0.44950468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.65914,-117.88128,TRUE
801RB8549,801RB8549_2013,NA,NA,0.50270714,7.57265774,3.8,0.50180533,0,0.50360894,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.65914,-117.88128,TRUE
801RB8559,801RB8559_2013,NA,NA,0.8397912,7.73876108,8,1.0337572,0.57,0.64582519,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Urban,34.03535,-117.21351,TRUE
801RB8566,801RB8566_2011,NA,NA,0.64231067,8.88042474,6.45,0.72631661,0.08,0.55830473,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Agricultural,33.99869,-117.59857,TRUE
801RB8566,801RB8566_2013,NA,NA,0.52942044,8.88042474,5.45,0.61370938,0.02,0.44513149,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Agricultural,33.99869,-117.59857,TRUE
801RB8567,801RB8567_2016,NA,NA,0.79660356,7.62444264,8,1.04925702,0.6,0.5439501,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,33.971554,-117.082221,TRUE
801RB8572,801RB8572_2009,NA,NA,0.76601147,7.79519229,6,0.7697052,0.11,0.76231775,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Urban,34.06755,-117.29098,TRUE
801RB8572,801RB8572_2012,NA,NA,0.57897819,7.79519229,4,0.5131368,0.01,0.64481959,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Urban,34.06755,-117.29098,TRUE
801RB8594,801RB8594_2013,NA,NA,0.81015308,8.91910243,9,1.00907015,0.52,0.61123601,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.94612,-117.5538,TRUE
801RB8598,801RB8598_2010,NA,NA,0.25389545,8.18227062,2,0.24443093,0,0.26335997,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,34.119657,-117.54008,TRUE
801RB8598,801RB8598_2016,NA,NA,0.29379236,8.18227062,2,0.24443093,0,0.3431538,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,34.119657,-117.54008,TRUE
801RB8601,801RB8601_2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73542495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,SMC_out,34.02789,-117.58527,TRUE
801RB8613,801RB8613_2009,NA,NA,0.77319374,7.67486157,7,0.91206857,0.32,0.63431891,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Agricultural,33.98491,-117.12769,TRUE
801S00135,801S00135_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22282945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.07819,-116.87858,TRUE
801S00375,801S00375_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59921802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Urban,34.10902,-117.15272,TRUE
801S00791,801S00791_2011,NA,NA,0.95403203,6.53402251,7.45,1.14018585,0.77,0.76787822,0.1,1.1810698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.2792,-117.44664,TRUE
801S00903,801S00903_2011,NA,NA,0.93559744,10.04603757,10.2,1.01532569,0.53,0.85586918,0.21,1.01208126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.17832,-116.8473,TRUE
801S01367,801S01367_2011,NA,NA,1.09544489,6.47693131,6.8,1.0498799,0.6,1.14100989,0.78,0.78003663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.21451,-117.32889,TRUE
801S01383,801S01383_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92195902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,34.06636,-117.5418,TRUE
801S01523,801S01523_2011,NA,NA,0.80345259,6.42633433,5.8,0.9025363,0.3,0.70436889,0.05,1.1260476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.09536,-116.98226,TRUE
801S01559,801S01559_2011,NA,NA,0.9010729,6.71728509,6.55,0.97509632,0.45,0.82704949,0.17,0.92000965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Open,34.20984,-117.45726,TRUE
801S01655,801S01655_2011,NA,NA,1.04448128,6.88026706,8,1.16274556,0.8,0.92621699,0.34,1.01564664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.0805,-117.06359,TRUE
801S01671,801S01671_2012,NA,NA,0.8263203,9.98300145,9.3,0.93158356,0.36,0.72105704,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16963,-116.82558,TRUE
801S01783,801S01783_2012,NA,NA,1.18529729,6.49735719,9,1.38517858,0.98,0.98541601,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.19018,-117.27275,TRUE
801S01805,801S01805_2012,NA,NA,0.64400296,7.63787159,5.3,0.69391059,0.05,0.59409532,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,33.98668,-117.14229,TRUE
801S02059,801S02059_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62883224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,34.06182,-117.30727,TRUE
801S02123,801S02123_2011,NA,NA,0.78790433,8.9189851,8.45,0.94741721,0.39,0.62839144,0.02,0.55099446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Urban,34.10814,-117.20168,TRUE
801S02167,801S02167_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77371385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Agricultural,34.1045,-117.15955,TRUE
801S02464,801S02464_2011,NA,NA,0.6162299,14.43203097,8.95,0.62014834,0.02,0.61231146,0.02,0.9999591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Open,34.24635,-117.64321,TRUE
801S02567,801S02567_2012,NA,NA,1.23744972,9.48557747,11.4,1.20182456,0.86,1.27307488,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.18472,-116.89688,TRUE
801S02573,801S02573_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71430005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Agricultural,34.01344,-117.17764,TRUE
801S02749,801S02749_2011,NA,NA,0.67514416,9.51288682,7.3,0.7673801,0.11,0.58290821,0.01,0.79879063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.93015,-117.37435,TRUE
801S02947,801S02947_2011,NA,NA,0.53976783,8.22526128,4.65,0.56533159,0.01,0.51420407,0,0.74000121,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.69919,-117.81143,TRUE
801S02947,801S02947_2014,NA,NA,0.43227069,8.22526128,3.7,0.44983373,0,0.41470765,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.69919,-117.81143,TRUE
801S03111,801S03111_2012,NA,NA,0.86901271,12.15346508,10.2,0.83926682,0.2,0.89875861,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Open,34.24536,-117.61053,TRUE
801S03133,801S03133_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47437535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Agricultural,34.00169,-117.5996,TRUE
801S03488,801S03488_2012,NA,NA,0.946468,12.59763037,12.15,0.9644671,0.43,0.9284689,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Open,34.24801,-117.62685,TRUE
801S03488,801S03488_2014,NA,NA,1.03227965,12.59763037,14.25,1.13116511,0.75,0.93339419,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Open,34.24801,-117.62685,TRUE
801S03488,801S03488_2017,NA,NA,1.05747129,12.59763037,13.05,1.0359091,0.57,1.07903348,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Open,34.24801,-117.62685,TRUE
801S03533,801S03533_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89225038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Urban,34.02313,-117.19138,TRUE
801S03687,801S03687_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45525149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,34.08311,-117.58255,TRUE
801S03971,801S03971_2011,NA,NA,0.22415193,8.22978621,1.6,0.19441574,0,0.25388813,0,0.57368506,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.67551,-117.82775,TRUE
801S03971,801S03971_2014,NA,NA,0.15820118,8.22978621,0.7,0.08505689,0,0.23134547,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.67551,-117.82775,TRUE
801S04078,801S04078_2012,NA,NA,0.56399671,7.81485968,4.85,0.62061255,0.02,0.50738088,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.99762,-117.72327,TRUE
801S04471,801S04471_2012,NA,NA,0.7590198,8.25321379,5.7,0.69064005,0.05,0.82739954,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Urban,34.11107,-117.14756,TRUE
801S05127,801S05127_2013,NA,NA,1.12845514,6.38257617,7,1.09673583,0.69,1.16017444,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.18282,-117.00968,TRUE
801S05383,801S05383_2013,NA,NA,1.10002133,6.35746699,7,1.10106745,0.7,1.0989752,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.16563,-117.01547,TRUE
801S06231,801S06231_2013,NA,NA,0.72336549,6.56838755,5.4,0.82211958,0.17,0.6246114,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.23298,-117.43019,TRUE
801S06679,801S06679_2013,NA,NA,0.95151344,6.91614019,7.7,1.11333776,0.72,0.78968912,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.26188,-117.46938,TRUE
801S07485,801S07485_2013,NA,NA,0.36287736,8.90922114,4,0.44897303,0,0.2767817,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Agricultural,33.94733,-117.61405,TRUE
801S08183,801S08183_2013,NA,NA,0.60679077,7.79822441,4.85,0.62193645,0.02,0.59164508,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,34.07334,-117.30433,TRUE
801S08727,801S08727_2013,NA,NA,0.9918117,7.27469119,7.6,1.04471789,0.59,0.93890552,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Open,34.2171,-117.46178,TRUE
801S09591,801S09591_2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66900313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Agricultural,34.10396,-117.16675,TRUE
801S10259,801S10259_2012,NA,NA,0.74691785,7.62201076,7.6,0.99711221,0.49,0.49672349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.64888,-117.69845,TRUE
801S19286,801S19286_2013,NA,NA,0.3247756,8.85911772,3.6,0.40636101,0,0.2431902,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.71866,-117.78828,TRUE
801S19399,801S19399_2013,NA,NA,0.45564838,7.63656732,3.95,0.51724811,0.01,0.39404866,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.65551,-117.76224,TRUE
801S19486,801S19486_2013,NA,NA,0.30392904,8.22978621,3,0.36452952,0,0.24332856,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.67625,-117.82699,TRUE
801SAN068,801SAN068_2008,NA,NA,0.84557436,13.44661125,10.3,0.76599225,0.11,0.92515646,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Open,34.2575,-117.64123,TRUE
801SAN474,801SAN474_2009,NA,NA,0.83932083,12.38850167,9.7,0.78298411,0.13,0.89565755,0.28,0.71565656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Open,34.24826,-117.62775,TRUE
801SAR110,801SAR110_2006,NA,NA,0.80992917,8.9255455,8.45,0.94672085,0.39,0.6731375,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.96468,-117.46518,TRUE
801SAR110,801SAR110_2012,NA,NA,0.76464897,8.9255455,7.15,0.80107149,0.15,0.72822645,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.96468,-117.46518,TRUE
801SAR110,801SAR110_2014,NA,NA,0.70810921,8.9255455,6.55,0.7338487,0.08,0.68236972,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.96468,-117.46518,TRUE
801SAR124,801SAR124_2009,NA,NA,1.10729673,6.92818583,7.9,1.14026964,0.77,1.07432382,0.66,0.96804117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.12656,-117.07716,TRUE
801SAR124,801SAR124_2014,NA,NA,1.00003893,6.92818583,6.95,1.00314861,0.51,0.99692925,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.12656,-117.07716,TRUE
801SAR151,801SAR151_2007,NA,NA,0.74340349,8.9180832,8.05,0.90266034,0.3,0.58414664,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.98873,-117.39614,TRUE
801SAR151,801SAR151_2013,NA,NA,0.79772135,8.9180832,8,0.89705375,0.29,0.69838895,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Middle Santa Ana,Urban,33.98873,-117.39614,TRUE
801SAR168,801SAR168_2007,NA,NA,0.96253982,10.04441945,9.65,0.96073248,0.42,0.96434717,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.17865,-116.84726,TRUE
801SAR168,801SAR168_2013,NA,NA,1.13824399,10.04441945,11.2,1.11504702,0.73,1.16144096,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.17865,-116.84726,TRUE
801SAR334,801SAR334_2008,NA,NA,0.82777115,10.05305888,7.9,0.78583047,0.13,0.86971182,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Upper Santa Ana,Open,34.18321,-116.8773,TRUE
801SAR528,801SAR528_2008,NA,NA,0.56745794,7.84299563,4,0.51000921,0.01,0.62490668,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,Lower Santa Ana,Urban,33.87273,-117.71305,TRUE
