,analytename,SiteYear,stationcode,objectid,sampledate,sampletypecode,matrixname,fieldreplicate,labreplicate,methodname,fractionname,unit,result,resqualcode,mdl,rl,dilutionfactor,qacode,labresultcomments,labagencycode,projectcode,record_origin,origin_lastupdatedate,record_publish,masterid,huc,smcshed,smc_lu,latitude,longitude,SiteDate,Year,OCresult,OrgNorm,Class,LEB,TEB,Assessment,PyrQuotientLEB,PyrQuotientTEB,RLOC,RLEvalLEB,RLEvalTEB
331,Cypermethrin,SMC13214_2013,SMC13214,30742,5/22/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC13214,801,Lower Santa Ana,Urban,33.80453,-117.87242,SMC13214_2013-05-22,2013,0.00379,0,PYR,0.49,0.049,RL too high,0,0,1.055408971,BAD RL,BAD RL
351,Deltamethrin,905S15201_2012,905S15201,123229,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000577,0.0026,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,905S15201,905,Central San Diego,Open,33.11778,-116.85444,905S15201_2012-06-30,2012,0.0123,0,PYR,0.2,0.02,RL too high,0,0,0.211382114,BAD RL,BAD RL
353,Deltamethrin,SMC14099_2013,SMC14099,31457,6/13/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0035,0.0035,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC14099,801,Lower Santa Ana,Urban,33.62772,-117.73558,SMC14099_2013-06-13,2013,0.00112,0,PYR,0.2,0.02,RL too high,0,0,3.125,BAD RL,BAD RL
368,Deltamethrin,801M12678_2019,801M12678,127351,4/25/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,801M12678,801,Lower Santa Ana,Agricultural,33.79594,-117.70467,801M12678_2019-04-25,2019,0.0021,0,PYR,0.2,0.02,RL too high,0,0,0.238095238,BAD RL,BAD RL
372,Deltamethrin,403S18093_2013,403S18093,99741,6/24/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000456,0.00205,1,PG,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S18093,403,Santa Clara,Open,34.69441,-118.85658,403S18093_2013-06-24,2013,0.0094,0,PYR,0.2,0.02,RL too high,0,0,0.218085106,BAD RL,BAD RL
373,Deltamethrin,404S28068_2012,404S28068,104148,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000299,0.00135,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S28068,404,Santa Monica Bay,Urban,34.13936,-118.70366,404S28068_2012-06-20,2012,0.0065,0,PYR,0.2,0.02,RL too high,0,0,0.207692308,BAD RL,BAD RL
388,Deltamethrin,SMC09091_2013,SMC09091,31716,6/27/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0036,0.0036,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC09091,801,Lower Santa Ana,Urban,33.71335,-117.79574,SMC09091_2013-06-27,2013,0.00505,0,PYR,0.2,0.02,RL too high,0,0,0.712871287,BAD RL,BAD RL
393,Deltamethrin,404S37670_2013,404S37670,104541,6/6/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000164,0.00074,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S37670,404,Santa Monica Bay,Urban,34.14074,-118.70117,404S37670_2013-06-06,2013,0.0036,0,PYR,0.2,0.02,RL too high,0,0,0.205555556,BAD RL,BAD RL
395,Deltamethrin,403S34646_2013,403S34646,99798,6/25/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0294,DNQ,0.0101,0.0456,20,"BLM,D,PJM",NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S34646,403,Santa Clara,Agricultural,34.42556,-118.56616,403S34646_2013-06-25,2013,0.0923,0.318526544,PYR,0.2,0.02,RL too high,1.592632719,15.92632719,0.49404117,BAD RL,BAD RL
401,Deltamethrin,SMC00766_2011,SMC00766,20102,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0048,0.0048,1,None,,WKL,NA,SMC,6/11/2018 15:25,TRUE,SMC00766,801,Lower Santa Ana,Urban,33.65718,-117.83739,SMC00766_2011-07-11,2011,0.012,0,PYR,0.2,0.02,RL too high,0,0,0.4,BAD RL,BAD RL
402,Deltamethrin,SMC02206_2011,SMC02206,20087,7/19/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0041,0.0041,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC02206,801,Lower Santa Ana,Urban,33.87098,-117.85002,SMC02206_2011-07-19,2011,0.0033,0,PYR,0.2,0.02,RL too high,0,0,1.242424242,BAD RL,BAD RL
405,Deltamethrin,403S39062_2013,403S39062,62848,6/25/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0419,=,0.000391,0.00176,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S39062,403,Santa Clara,Agricultural,34.4323,-118.61744,403S39062_2013-06-25,2013,0.0083,5.048192771,PYR,0.2,0.02,RL too high,25.24096386,252.4096386,0.212048193,BAD RL,BAD RL
408,Deltamethrin,801S02947_2011,SMC02947,20072,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0049,0.0049,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,801S02947,801,Lower Santa Ana,Urban,33.69919,-117.81143,801S02947_2011-07-12,2011,0.0094,0,PYR,0.2,0.02,RL too high,0,0,0.521276596,BAD RL,BAD RL
409,Deltamethrin,903S02145_2011,903S02145,85413,8/3/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000281,0.00127,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,903S02145,903,Northern San Diego,Agricultural,33.269344,-117.031468,903S02145_2011-08-03,2011,0.0012,0,PYR,0.2,0.02,RL too high,0,0,1.058333333,BAD RL,BAD RL
414,Deltamethrin,901M14145_2019,901M14145,127778,6/27/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,901M14145,901,San Juan,Urban,33.48818,-117.66682,901M14145_2019-06-27,2019,9.00E-04,0,PYR,0.2,0.02,RL too high,0,0,0.555555556,BAD RL,BAD RL
415,Deltamethrin,SMC00206_2019,SMC00206,127233,6/4/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,SMC00206,901,San Juan,Urban,33.54359,-117.65963,SMC00206_2019-06-04,2019,9.00E-04,0,PYR,0.2,0.02,RL too high,0,0,0.555555556,BAD RL,BAD RL
418,Deltamethrin,901M14149_2019,901M14149,127112,5/29/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,901M14149,901,San Juan,Open,33.56754,-117.74812,901M14149_2019-05-29,2019,0.0011,0,PYR,0.2,0.02,RL too high,0,0,0.454545455,BAD RL,BAD RL
424,Deltamethrin,SMC13214_2013,SMC13214,30743,5/22/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC13214,801,Lower Santa Ana,Urban,33.80453,-117.87242,SMC13214_2013-05-22,2013,0.00379,0,PYR,0.2,0.02,RL too high,0,0,1.055408971,BAD RL,BAD RL
425,Deltamethrin,SMC01923_2011,SMC01923,20057,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0035,0.0035,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC01923,801,Lower Santa Ana,Urban,33.67221,-117.78872,SMC01923_2011-07-12,2011,0.0015,0,PYR,0.2,0.02,RL too high,0,0,2.333333333,BAD RL,BAD RL
426,Deltamethrin,SMC13187_2013,SMC13187,31073,6/4/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0032,0.0032,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC13187,801,Lower Santa Ana,Urban,33.67808,-117.80245,SMC13187_2013-06-04,2013,0.00065,0,PYR,0.2,0.02,RL too high,0,0,4.923076923,BAD RL,BAD RL
427,Deltamethrin,SMC00873_2019,SMC00873,127037,5/10/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00025,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,SMC00873,901,San Juan,Urban,33.59849,-117.62668,SMC00873_2019-05-10,2019,3.00E-04,0,PYR,0.2,0.02,RL too high,0,0,1.666666667,BAD RL,BAD RL
433,Deltamethrin,SMC09118_2013,SMC09118,30731,5/22/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0038,0.0038,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC09118,801,Lower Santa Ana,Urban,33.80876,-117.86259,SMC09118_2013-05-22,2013,0.00474,0,PYR,0.2,0.02,RL too high,0,0,0.801687764,BAD RL,BAD RL
435,Deltamethrin,801M12649_2013,SMC14211,31085,6/4/2013,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0034,0.0034,1,DF,M-02,WKL,NA,SMC,6/11/2018 15:26,TRUE,801M12649,801,Lower Santa Ana,Urban,33.6894,-117.82174,801M12649_2013-06-04,2013,0.00235,0,PYR,0.2,0.02,RL too high,0,0,1.446808511,BAD RL,BAD RL
447,Esfenvalerate,SMC01923_2011,SMC01923,20059,7/12/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0035,0.0035,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC01923,801,Lower Santa Ana,Urban,33.67221,-117.78872,SMC01923_2011-07-12,2011,0.0015,0,PYR,0.55,0.055,RL too high,0,0,2.333333333,BAD RL,BAD RL
499,Esfenvalerate,SMC02206_2011,SMC02206,20089,7/19/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.0041,0.0041,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,SMC02206,801,Lower Santa Ana,Urban,33.87098,-117.85002,SMC02206_2011-07-19,2011,0.0033,0,PYR,0.55,0.055,RL too high,0,0,1.242424242,BAD RL,BAD RL
1,Allethrin,801S03971_2011,SMC03971,20113,7/11/2011,grab,sediment,1,1,pyrethroids_Water GCMS-SIM,Total,ug/g dw,-88,ND,0.004,0.004,1,None,,WKL,NA,SMC,6/11/2018 15:26,TRUE,801S03971,801,Lower Santa Ana,Urban,33.67551,-117.82775,801S03971_2011-07-11,2011,0.02,0,PYR,2.9,0.29,Unlikely,0,0,0.2,ok,ok
11,Allethrin,801M12678_2019,801M12678,127347,4/25/2019,grab,sediment,1,1,EPA 8270D,Total,ug/g dw,-88,ND,0.00028,5.00E-04,1,None,,PEL,SMC_OCPW_2019,SMC,9/27/2019 15:44,FALSE,801M12678,801,Lower Santa Ana,Agricultural,33.79594,-117.70467,801M12678_2019-04-25,2019,0.0021,0,PYR,2.9,0.29,Unlikely,0,0,0.238095238,ok,ok
17,Bifenthrin,404S26868_2012,404S26868,104071,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.000215,DNQ,8.10E-05,0.000322,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S26868,404,Santa Monica Bay,Urban,34.09675,-118.71737,404S26868_2012-06-26,2012,0.0089,0.024157303,PYR,0.6,0.17,Unlikely,0.040262172,0.142101785,0.036179775,ok,ok
18,Bifenthrin,403S16332_2013,403S16332,62517,6/26/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.0031,=,8.10E-05,0.00032,1,PJM,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S16332,403,Santa Clara,Open,34.5317,-118.75812,403S16332_2013-06-26,2013,0.0446,0.069506726,PYR,0.6,0.17,Unlikely,0.115844544,0.408863097,0.007174888,ok,ok
19,Bifenthrin,403S18093_2013,403S18093,62713,6/24/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000129,0.000513,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,403S18093,403,Santa Clara,Open,34.69441,-118.85658,403S18093_2013-06-24,2013,0.0094,0,PYR,0.6,0.17,Unlikely,0,0,0.054574468,ok,ok
20,Bifenthrin,404S45745_2013,404S45745,67978,6/18/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000166,0.00066,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S45745,404,Santa Monica Bay,Open,34.05902,-118.9339,404S45745_2013-06-18,2013,0.1201,0,PYR,0.6,0.17,Unlikely,0,0,0.00549542,ok,ok
21,Bifenthrin,403S01536_2011,403S01536,98670,7/12/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000351,0.000702,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S01536,403,Santa Clara,Open,34.56909,-118.39212,403S01536_2011-07-12,2011,0.0124,0,PYR,0.6,0.17,Unlikely,0,0,0.056612903,ok,ok
22,Bifenthrin,403S06315_2012,403S06315,62219,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,8.00E-05,0.000317,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06315,403,Santa Clara,Open,34.59223,-119.31033,403S06315_2012-06-27,2012,0.0411,0,PYR,0.6,0.17,Unlikely,0,0,0.007712895,ok,ok
24,Bifenthrin,901S45253_2010,901S45253,85031,5/18/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00499,=,0.000252,0.000503,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,901S45253,901,San Juan,Urban,33.51442,-117.62613,901S45253_2010-05-18,2010,0.0345,0.144637681,PYR,0.6,0.17,Unlikely,0.241062802,0.850809889,0.01457971,ok,ok
26,Bifenthrin,404S34230_2013,404S34230,67538,6/19/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.000492,DNQ,0.00022,0.000874,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S34230,404,Santa Monica Bay,Open,34.06909,-118.58678,404S34230_2013-06-19,2013,0.0843,0.005836299,PYR,0.6,0.17,Unlikely,0.009727165,0.03433117,0.010367734,ok,ok
28,Bifenthrin,907S05514_2011,907S05514,123743,5/18/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000403,0.000805,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,907S05514,907,Mission Bay and San Diego River,Open,32.97974,-116.74246,907S05514_2011-05-18,2011,0.0094,0,PYR,0.6,0.17,Unlikely,0,0,0.085638298,ok,ok
29,Bifenthrin,403M05795_2017,403M05795,49751,6/5/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,-88,ND,0.00022,0.00071,1,None,,PEL,NA,SMC,6/11/2018 15:22,TRUE,403M05795,403,Santa Clara,Open,34.60898,-118.77961,403M05795_2017-06-05,2017,0.0568,0,PYR,0.6,0.17,Unlikely,0,0,0.0125,ok,ok
31,Bifenthrin,905S15201_2012,905S15201,123227,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000164,0.000649,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,905S15201,905,Central San Diego,Open,33.11778,-116.85444,905S15201_2012-06-30,2012,0.0123,0,PYR,0.6,0.17,Unlikely,0,0,0.052764228,ok,ok
32,Bifenthrin,901S04409_2011,901S04409,121715,5/19/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000351,0.000702,1,None,NA,DFG-WPCL,RWB9_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,901S04409,901,San Juan,Open,33.60347,-117.45314,901S04409_2011-05-19,2011,0.0119,0,PYR,0.6,0.17,Unlikely,0,0,0.058991597,ok,ok
34,Bifenthrin,404S32468_2012,404S32468,104262,6/26/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00025,DNQ,9.80E-05,0.000388,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S32468,404,Santa Monica Bay,Open,34.0999,-118.72304,404S32468_2012-06-26,2012,0.0173,0.014450867,PYR,0.6,0.17,Unlikely,0.024084778,0.0850051,0.022427746,ok,ok
35,Bifenthrin,904S08089_2010,904S08089,123023,5/20/2010,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000194,0.000388,1,None,NA,DFG-WPCL,RWB9_SMC_2010,SWAMP,7/7/2011 0:00,TRUE,904S08089,904,Central San Diego,Agricultural,33.08899,-117.13748,904S08089_2010-05-20,2010,0.0532,0,PYR,0.6,0.17,Unlikely,0,0,0.007293233,ok,ok
36,Bifenthrin,403S01728_2011,403S01728,98746,7/13/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.00039,0.000779,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S01728,403,Santa Clara,Open,34.5749,-118.46002,403S01728_2011-07-13,2011,0.0086,0,PYR,0.6,0.17,Unlikely,0,0,0.090581395,ok,ok
37,Bifenthrin,404S45622_2013,404S45622,104763,6/3/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00028,=,1.90E-05,7.60E-05,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S45622,404,Santa Monica Bay,Open,34.06149,-118.58534,404S45622_2013-06-03,2013,0.0415,0.006746988,PYR,0.6,0.17,Unlikely,0.01124498,0.039688164,0.001831325,ok,ok
38,Bifenthrin,403S07227_2012,403S07227,62395,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,8.40E-05,0.000332,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S07227,403,Santa Clara,Open,34.56208,-119.16664,403S07227_2012-06-27,2012,0.0124,0,PYR,0.6,0.17,Unlikely,0,0,0.026774194,ok,ok
42,Bifenthrin,901S12942_2012,901S12942,122004,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.000734,=,8.80E-05,0.000351,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,901S12942,901,San Juan,Urban,33.4779,-117.6785,901S12942_2012-06-30,2012,0.0312,0.023525641,PYR,0.6,0.17,Unlikely,0.039209402,0.138386124,0.01125,ok,ok
43,Bifenthrin,403S06139_2012,403S06139,99139,6/27/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,8.50E-05,0.000339,1,None,NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06139,403,Santa Clara,Open,34.55464,-119.2405,403S06139_2012-06-27,2012,0.0155,0,PYR,0.6,0.17,Unlikely,0,0,0.021870968,ok,ok
44,Bifenthrin,403S06660_2012,403S06660,99288,6/14/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,8.20E-05,0.000325,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S06660,403,Santa Clara,Agricultural,34.42963,-118.92373,403S06660_2012-06-14,2012,0.0151,0,PYR,0.6,0.17,Unlikely,0,0,0.021523179,ok,ok
47,Bifenthrin,403S02764_2011,403S02764,98884,6/14/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000352,0.000703,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S02764,403,Santa Clara,Open,34.44778,-118.7549,403S02764_2011-06-14,2011,0.0077,0,PYR,0.6,0.17,Unlikely,0,0,0.091298701,ok,ok
48,Bifenthrin,404S44532_2013,404S44532,67804,6/4/2013,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00047,=,3.60E-05,0.000142,1,None,NA,DFG-WPCL,RWB4_SMC_2013,SWAMP,4/7/2016 0:00,TRUE,404S44532,404,Santa Monica Bay,Open,34.12682,-118.79617,404S44532_2013-06-04,2013,0.0462,0.01017316,PYR,0.6,0.17,Unlikely,0.016955267,0.059842119,0.003073593,ok,ok
49,Bifenthrin,902M18909_2019,902M18909,127015,5/9/2019,grab,sediment,1,1,Pyrethroid Pesticides by GC/MS/MS,Total,ug/g dw,-88,ND,0.00071,0.0012,1,None,,CalScience,SMC_Carlsbad_WMA_2019,SMC,9/18/2019 15:36,FALSE,902M18909,902,Northern San Diego,SMC_out,33.46607,-117.19794,902M18909_2019-05-09,2019,0.019,0,PYR,0.6,0.17,Unlikely,0,0,0.063157895,ok,ok
51,Bifenthrin,404S13416_2011,404S13416,103433,6/8/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000346,0.000692,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S13416,404,Santa Monica Bay,Urban,34.09875,-118.71594,404S13416_2011-06-08,2011,0.0074,0,PYR,0.6,0.17,Unlikely,0,0,0.093513514,ok,ok
52,Bifenthrin,801M16932_2017,801M16932,49380,5/31/2017,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,6.00E-04,DNQ,0.00022,0.00071,1,J,,PEL,NA,SMC,6/11/2018 15:23,TRUE,801M16932,801,Middle Santa Ana,Open,33.94279,-117.32362,801M16932_2017-05-31,2017,0.0542,0.011070111,PYR,0.6,0.17,Unlikely,0.018450185,0.065118298,0.013099631,ok,ok
53,Bifenthrin,903S06113_2012,903S06113,85450,6/30/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,9.80E-05,0.000388,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,903S06113,903,Northern San Diego,Open,33.2645,-116.8131,903S06113_2012-06-30,2012,0.0231,0,PYR,0.6,0.17,Unlikely,0,0,0.016796537,ok,ok
55,Bifenthrin,SMC01384_2017,SMC01384,49753,6/7/2017,grab,sediment,1,1,EPA 8270C,Total,ug/g dw,0.00095,=,0.00022,0.00071,1,None,,PEL,NA,SMC,6/11/2018 15:26,TRUE,SMC01384,404,Santa Monica Bay,Open,34.0646,-118.70091,SMC01384_2017-06-07,2017,0.0298,0.031879195,PYR,0.6,0.17,Unlikely,0.053131991,0.187524674,0.023825503,ok,ok
56,Bifenthrin,404S25298_2012,404S25298,103947,6/20/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.000334,=,8.30E-05,0.000331,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,404S25298,404,Santa Monica Bay,Open,34.04553,-118.68732,404S25298_2012-06-20,2012,0.0368,0.009076087,PYR,0.6,0.17,Unlikely,0.015126812,0.053388747,0.008994565,ok,ok
57,Bifenthrin,403S07024_2012,403S07024,99386,6/13/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.000151,DNQ,0.000107,0.000423,1,"H,PJM",NA,DFG-WPCL,RWB4_SMC_2012,SWAMP,8/9/2014 0:00,TRUE,403S07024,403,Santa Clara,Open,34.6092,-118.75771,403S07024_2012-06-13,2012,0.0576,0.002621528,PYR,0.6,0.17,Unlikely,0.004369213,0.015420752,0.00734375,ok,ok
58,Bifenthrin,907M23342_2017,907M23342,49424,6/13/2017,grab,sediment,1,1,EPA 8270D_NCI,None,ug/g dw,-88,ND,0.00022,0.00071,1,None,,PEL,NA,SMC,6/11/2018 15:23,TRUE,907M23342,907,Mission Bay and San Diego River,Open,32.99095,-116.59072,907M23342_2017-06-13,2017,0.038,0,PYR,0.6,0.17,Unlikely,0,0,0.018684211,ok,ok
59,Bifenthrin,801M16957_2019,801M16957,129679,5/10/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,0.00117,=,0.00022,5.00E-04,1,None,,PEL,SMC_RCFC_2019,SMC,1/17/2020 21:30,FALSE,801M16957,801,Middle Santa Ana,Urban,33.85539,-117.3551,801M16957_2019-05-10,2019,0.0571,0.020490368,PYR,0.6,0.17,Unlikely,0.034150613,0.120531575,0.008756567,ok,ok
60,Bifenthrin,403M05832_2019,403M05832,129481,6/27/2019,grab,sediment,1,1,EPA 8270D_NCI,Total,ug/g dw,0.000884,=,0.00022,5.00E-04,1,None,,PEL,SMC_LACFCD_2019,SMC,1/17/2020 21:17,FALSE,403M05832,403,Santa Clara,Open,34.54997,-118.50855,403M05832_2019-06-27,2019,0.0561,0.015757576,PYR,0.6,0.17,Unlikely,0.026262626,0.092691622,0.008912656,ok,ok
62,Bifenthrin,909S14218_2012,909S14218,86771,7/18/2012,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00108,=,0.000168,0.000667,1,None,NA,DFG-WPCL,RWB9_SMC_2012,SWAMP,4/2/2014 0:00,TRUE,909S14218,909,Southern San Diego,Urban,32.829985,-116.736039,909S14218_2012-07-18,2012,0.0485,0.022268041,PYR,0.6,0.17,Unlikely,0.037113402,0.130988478,0.013752577,ok,ok
65,Bifenthrin,404S11880_2011,404S11880,103348,6/7/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,0.00257,=,0.000428,0.000856,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,404S11880,404,Santa Monica Bay,Urban,34.12529,-118.70827,404S11880_2011-06-07,2011,0.0214,0.120093458,PYR,0.6,0.17,Unlikely,0.200155763,0.706432106,0.04,ok,ok
66,Bifenthrin,403S02363_2011,403S02363,61859,6/16/2011,integrated,sediment,1,1,WPCL SOP 67,Total,ug/g dw,-88,ND,0.000327,0.000654,1,None,NA,DFG-WPCL,RWB4_SMC_2011,SWAMP,7/12/2012 0:00,TRUE,403S02363,403,Santa Clara,Open,34.55885,-119.15456,403S02363_2011-06-16,2011,0.0058,0,PYR,0.6,0.17,Unlikely,0,0,0.112758621,ok,ok
